name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Ambur Star Dum Biryani,Yes,No,3.4/5,17,Jayanagar,Quick Bites,,Biryani,100,Delivery,Basavanagudi
Fanoos Xprss,Yes,No,3.7/5,53,Jayanagar,Quick Bites,,"Arabian, Rolls, North Indian, BBQ",400,Delivery,Basavanagudi
Khan Saheb Grills and Rolls,Yes,No,3.9/5,134,Jayanagar,Quick Bites,"Rolls, Biryani, Mutton Seekh, Egg Roll, Chicken Tikka, Chicken Roll","Fast Food, Rolls",350,Delivery,Basavanagudi
Desi Vdesi,Yes,No,3.9/5,113,Shanti Nagar,Quick Bites,"Rolls, Burgers, Sandwiches, Nachos, Sweet Lassi, Fries, Methi Paratha","Fast Food, North Indian, Rolls",250,Delivery,Basavanagudi
Bhavani Chats N Juice,Yes,No,3.9/5,91,Jayanagar,Quick Bites,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori","Beverages, Street Food",200,Delivery,Basavanagudi
Chai Mane,Yes,No,3.6/5,20,Basavanagudi,Quick Bites,,"Juices, Fast Food",150,Delivery,Basavanagudi
Chumma Delicious,Yes,No,3.7/5,237,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200,Delivery,Basavanagudi
LIT Gastro Pub,Yes,Yes,3.8/5,197,Jayanagar,Pub,"Mocktails, Cocktails, Beer, Hot Wings, Pasta","Chinese, Continental, Burger, Pizza",1000,Delivery,Basavanagudi
Catch-up-ino,Yes,No,3.9/5,133,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery,Basavanagudi
Bake Addiction,Yes,No,4.0/5,90,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",500,Delivery,Basavanagudi
Cocoa Bakes,Yes,No,,0,Jayanagar,Bakery,,"Bakery, Desserts",350,Delivery,Basavanagudi
Go Native,Yes,Yes,4.3/5,1252,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800,,
\nThank you.'), ('Rated 4.0', 'RATED\n  Awesome ambience, fun shopping and tasty food Good place for garden lovers.\nMangalore Buns - Fried wheat and Banana bread served with coconut chutney.\nLove the service and staff is customer-friendly'), ('Rated 4.0', in ambiance and in food as well. Pretty interesting preparation of dishes. Fusion kinds. They have innovated with a lot of regular dishes which makes it interesting.\nRecommend!'), ('Rated 5.0'," """"RATED\n  It's a vibrant place with good", healthy, comfort food. Food is definitely a 5/5. It's clean, the place is very lively.\n\nTheir menu is quite interesting with most dishes having a combination of many local ingredients," paired very differently. Definitely gonna make a second visit."""")"
Rooftop Cafe,Yes,No,4.1/5,796,Jayanagar,Cafe,"Pizza, Nachos, Rolls, Veggie Roll, Sandwiches, Burgers, Mango Shake","Cafe, Fast Food, Beverages",400,Delivery,Basavanagudi
San Churro Cafe,Yes,No,3.8/5,918,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800,Delivery,Basavanagudi
Karavali Kolimane,Yes,No,3.7/5,28,Wilson Garden,Quick Bites,,"Mangalorean, Chinese, North Indian",350,Delivery,Basavanagudi
Sukh Sagar,Yes,No,3.8/5,155,Jayanagar,Casual Dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",450,Delivery,Basavanagudi
Durga Sagar,Yes,No,3.3/5,8,Shanti Nagar,Quick Bites,,South Indian,150,Delivery,Basavanagudi
Steaming Mugs,Yes,No,3.9/5,240,Basavanagudi,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,700,Delivery,Basavanagudi
Jayanagara Donne Biryani,Yes,No,3.6/5,60,Jayanagar,Quick Bites,,"Biryani, South Indian",400,Delivery,Basavanagudi
Bakers Town,Yes,No,3.6/5,41,BTM,Cafe,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Cafe, Continental, Fast Food",700,Delivery,Basavanagudi
Anda Ka Funda,Yes,No,3.4/5,89,Jayanagar,Quick Bites,,"North Indian, Chinese, Rolls",250,Delivery,Basavanagudi
Juice Junction Food Court,Yes,No,3.7/5,57,Basavanagudi,Quick Bites,,"Juices, South Indian, Chinese, Fast Food",200,Delivery,Basavanagudi
Domino's Pizza,Yes,No,3.7/5,217,Wilson Garden,Quick Bites,Pizza,"Pizza, Fast Food",800,,
Delivery,Basavanagudi,,,,,,,,,,
Big Mishra Pedha,Yes,No,2.9/5,23,Jayanagar,Sweet Shop,,Mithai,250,Delivery,Basavanagudi
South Cool Point,Yes,No,,0,Basavanagudi,Dessert Parlor,,Beverages,100,Delivery,Basavanagudi
Amande Patisserie,Yes,No,4.0/5,73,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300,Delivery,Basavanagudi
S M V Snacks Corner,Yes,No,3.7/5,33,Basavanagudi,Quick Bites,,Fast Food,200,Delivery,Basavanagudi
Kaapi Kendra,Yes,No,3.7/5,14,Jayanagar,Quick Bites,,South Indian,100,Delivery,Basavanagudi
Ice Cream Works,Yes,No,4.1/5,192,Jayanagar,Dessert Parlor,"Paan Ice Cream, Madagascar Chocolate, Faluda, Cheesecake, Bubble Gum Ice Cream","Desserts, Ice Cream",300,Delivery,Basavanagudi
Sri Rajasthani Foods,Yes,No,3.5/5,9,JP Nagar,Quick Bites,,"Rajasthani, North Indian",200,Delivery,Basavanagudi
Sandwich Mama's And Frozen Monster,Yes,No,3.8/5,53,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250,Delivery,Basavanagudi
Sreeraj Lassi Bar,Yes,No,3.9/5,61,Shanti Nagar,Beverage Shop,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts",150,Delivery,Basavanagudi
Mangalore Pearl,Yes,No,3.8/5,242,Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",650,Delivery,Basavanagudi
Rajathadri Food Fort,Yes,No,4.0/5,465,Jayanagar,Casual Dining,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala","South Indian, North Indian, Chinese, Street Food",600,Delivery,Basavanagudi
Penthouse Cafe,Yes,No,4.0/5,324,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700,,
 service was sluggish as they took too long to prepare the dishes though there only a few in the cafÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x83ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚Ã‚Â©. I hope they get good experience out of this and improve in future.\nTaste 3.5/5\nHygiene 3.5/5\nPrice 3/5\nAmbience 2/5\nServing size 3/5\nService 3/5'), ('Rated 4.0', 'RATED\n  Amazing cafe,\nTop floor, no outdoor seating.\nFood is delicious, a nice place to give a try.'), ('Rated 1.0', 'RATED\n  Located opposite to wildcraft store..this place is on the 4th floor.\nThe ambience is not good..feels very congested.\nWell for starters, we had nachos cheese salsa which was okay. We ordered some garlic bread with cheese. A complete disappointment as it just had some processed cheese and the bread was dipped in ghee.\nWe ordered some chicken Alfredo hoping it would be better but to our disappointment, it turned out worse than the garlic bread. The Kentucky killing pizza was the worst dish ever made. Hot chocolate was quite good. Lychee punch was okay. Rest was horrible. This place does not even have a proper place for hand wash.\nFood-1/5\nService and staff-2/5\nAmbience-1/5\nHope they really improve.'), as we were really hungry... We ordered a pasta and a pizza...both were quite average I dint like it that much, they need a little bit of improvement... Service was pretty okay it is rooftop cafe 
Lalbagh Grand,Yes,No,3.0/5,22,Basavanagudi,Quick Bites,,"South Indian, North Indian, Chinese",250,Delivery,Basavanagudi
Rahhams,Yes,No,2.6/5,307,Shanti Nagar,Casual Dining,"Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls","Mughlai, North Indian, Chinese",700,Delivery,Basavanagudi
Udupi Upachar,Yes,No,3.3/5,6,Banashankari,Quick Bites,,"South Indian, North Indian",500,Delivery,Basavanagudi
Baskin Robbins,Yes,No,3.6/5,25,Jayanagar,Dessert Parlor,,"Ice Cream, Desserts",250,Delivery,Basavanagudi
The Good Bowl,Yes,No,NEW,0,Basavanagudi,"Takeaway, Delivery",,North Indian,500,Delivery,Basavanagudi
Shree Mahalakshmi Sweets,Yes,No,3.2/5,8,Banashankari,Sweet Shop,,"Mithai, Street Food",100,Delivery,Basavanagudi
Hushy's Kitchen,Yes,No,3.5/5,58,Shanti Nagar,Quick Bites,,Fast Food,300,Delivery,Basavanagudi
Magic Meals,Yes,No,3.7/5,47,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400,Delivery,Basavanagudi
Cafe Shuffle,Yes,Yes,4.2/5,150,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600,Delivery,Basavanagudi
Tandoori Knight,Yes,No,3.0/5,290,Banashankari,Quick Bites,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab",450,Delivery,Basavanagudi
Shreyas Upahar & Burger Point,Yes,No,3.0/5,7,Basavanagudi,Quick Bites,,"South Indian, Burger",200,Delivery,Basavanagudi
The Cake City,Yes,No,3.2/5,4,Shanti Nagar,"Quick Bites, Bakery",,"Chinese, Continental, Desserts, Bakery",300,Delivery,Basavanagudi
Bubblewrap Waffle Co.,Yes,No,4.4/5,356,Jayanagar,Dessert Parlor,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake","Desserts, Beverages",400,Delivery,Basavanagudi
Waffle Stories,Yes,No,4.2/5,249,Jayanagar,Dessert Parlor,"Choco Blast Waffles, Coffee, Nitrogen Ice Cream, Brownie Sundae, Nutella Waffle, Kitkat Waffles, Brownie Waffle","Desserts, Beverages",300,Delivery,Basavanagudi
Grillopia,Yes,No,3.8/5,82,BTM,Quick Bites,"Burgers, Fries, Wood Fire Pizza","Burger, Pizza, Fast Food",1000,Delivery,Basavanagudi
Cross Road Cafe,Yes,No,3.9/5,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300,Delivery,Basavanagudi
SLV Ragigudda,Yes,No,NEW,0,Jayanagar,Quick Bites,,"South Indian, Indian",400,Delivery,Basavanagudi
Pizza Stop,Yes,No,3.8/5,164,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600,Delivery,Basavanagudi
Kolkata King,Yes,No,3.4/5,6,Basavanagudi,Quick Bites,,"Fast Food, Rolls",300,Delivery,Basavanagudi
North Rasoe,Yes,No,3.1/5,5,Kumaraswamy Layout,Casual Dining,,"North Indian, Chinese, Biryani, Kebab",500,Delivery,Basavanagudi
Ruchi's Corner,Yes,No,2.7/5,123,Banashankari,Quick Bites,,Fast Food,200,Delivery,Basavanagudi
Naati Manae,Yes,No,3.1/5,10,JP Nagar,Food Court,,"South Indian, Biryani",500,Delivery,Basavanagudi
Hotel Empark,Yes,No,3.4/5,16,Wilson Garden,Casual Dining,,"Chinese, North Indian, Arabian",800,Delivery,Basavanagudi
Swadesh Tadka,Yes,No,3.5/5,179,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",600,Delivery,Basavanagudi
Lassi Stop,Yes,No,3.4/5,12,Banashankari,"Beverage Shop, Quick Bites",,"Beverages, Fast Food, Juices",150,Delivery,Basavanagudi
The Chocolate Room,Yes,No,3.9/5,153,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400,Delivery,Basavanagudi
Navami,Yes,No,3.5/5,79,Jayanagar,Casual Dining,"Biryani, Fried Rice Chicken","Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",600,Delivery,Basavanagudi
Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1/5,558,Basavanagudi,Quick Bites,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",South Indian,150,Delivery,Basavanagudi
Ibaco,Yes,No,4.0/5,197,Banashankari,Dessert Parlor,"Brownie, Belgium Chocolate, Tiramisu, Ice Cream Sundae",Desserts,300,,
 ('Rated 3.5'," """"RATED\n  After having dinner at Jalsa", we had to fulfill our sweet tooth demands, so we headed on to Ibaco. First feeling - the place is very hot, no AC and not even a fan! There are sufficient options available in ice creams as well as toppings. Staff is not good, Belgian Chocoholic and Caramello with different choc. toppings. Caramello with chocolate fudge was the best among them. The other two were ordinary ones," nothing great. Prices are bit high if that is the taste and service."""")", ('Rated 3.5', 'RATED\n  A small but brilliant place. Ive never seen the amount of flavours and toppings ibaco has to offer. their ingridients are the finest of the finest.A little pricey but once in a while ok to have it.'), ('Rated 4.0', but this visit changed my perception. Ibaco has progressed leaps and bounds!\n\nThis one at Banshankari, it seems like a newly opened outlet. The interiors are nicely done
Toscano,Yes,Yes,4.3/5,1129,Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad",1300,Delivery,Basavanagudi
Shringar Sweets & Snacks,Yes,No,3.5/5,11,Basavanagudi,"Sweet Shop, Quick Bites",,"Mithai, South Indian, Street Food, Fast Food",200,Delivery,Basavanagudi
Utsav Restaurant,Yes,No,3.8/5,61,Banashankari,Quick Bites,,"North Indian, Chinese",300,Delivery,Basavanagudi
Hatti Kaapi,Yes,No,4.0/5,89,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200,Delivery,Basavanagudi
Havmor,Yes,No,3.8/5,21,Basavanagudi,Dessert Parlor,,"Ice Cream, Desserts",200,Delivery,Basavanagudi
The Pizzeria,Yes,No,2.8/5,45,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800,Delivery,Basavanagudi
Karavali Family Restaurant,Yes,No,3.5/5,90,Jayanagar,Casual Dining,,"Seafood, Biryani, South Indian, North Indian, Chinese",500,Delivery,Basavanagudi
Little Cafe,Yes,No,3.7/5,54,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600,Delivery,Basavanagudi
Bangarpet Chat Express,Yes,No,3.3/5,6,Basavanagudi,Quick Bites,,"Street Food, Fast Food",100,Delivery,Basavanagudi
Salut,Yes,Yes,4.1/5,442,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza",1200,Delivery,Basavanagudi
Aadhya Hotel,Yes,No,3.3/5,5,Basavanagudi,"Casual Dining, Bar",,"South Indian, North Indian, Chinese, Biryani",800,Delivery,Basavanagudi
Sri Krishna Sweets,Yes,No,3.7/5,22,Basavanagudi,Sweet Shop,,"Mithai, Desserts",250,Delivery,Basavanagudi
Thyme & Whisk,Yes,No,NEW,0,Jayanagar,Casual Dining,"Pizza, Momos, Brownie, Pasta, Nachos, Waffles, Onion Rings","Asian, Chinese, Continental, Italian",800,Delivery,Basavanagudi
Quench & Crunch,Yes,No,3.6/5,21,Shanti Nagar,Beverage Shop,,"Beverages, Fast Food",150,Delivery,Basavanagudi
Shake It Off,Yes,No,4.4/5,659,Jayanagar,"Beverage Shop, Quick Bites","Paneer Sandwich, Sandwiches, Burgers, Momos, Maggi, Ferrero Rocher Shake, Thick Shakes","Beverages, Fast Food",600,Delivery,Basavanagudi
Xpress Chai,Yes,No,3.7/5,30,BTM,Beverage Shop,,Tea,150,Delivery,Basavanagudi
Cafe Ajfan,Yes,No,4.2/5,261,Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries","Cafe, Continental, Beverages",700,Delivery,Basavanagudi
Kettle & Kegs,Yes,No,3.2/5,6,Banashankari,Delivery,,"Tea, Beverages",200,Delivery,Basavanagudi
Curry Leaves,Yes,No,4.1/5,176,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800,Delivery,Basavanagudi
Thanco's Natural Ice Cream,Yes,No,3.6/5,69,Basavanagudi,Dessert Parlor,,"Ice Cream, Desserts",450,Delivery,Basavanagudi
Cane-O-La,Yes,No,3.8/5,61,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,100,Delivery,Basavanagudi
Ruchis Point,Yes,No,3.8/5,75,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200,Delivery,Basavanagudi
Mudpipe Cafe,Yes,Yes,4.5/5,1872,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",900,Delivery,Basavanagudi
Karavali Grand,Yes,No,3.7/5,25,Koramangala 5th Block,Casual Dining,,"Mangalorean, Seafood, North Indian, Chinese",600,Delivery,Basavanagudi
Chai Kraft,Yes,No,4.1/5,30,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100,Delivery,Basavanagudi
Vietnamese Kitchen,Yes,No,3.6/5,105,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,700,Delivery,Basavanagudi
Udupi Grand,Yes,No,3.8/5,74,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300,Delivery,Basavanagudi
The Krishna Grand Xpress,Yes,No,4.0/5,136,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350,Delivery,Basavanagudi
City Durbar,Yes,No,3.7/5,71,Jayanagar,Casual Dining,"Chicken Grill, Ghee Rice","North Indian, Chinese, Biryani",450,Delivery,Basavanagudi
World of Waffles,Yes,No,3.9/5,178,JP Nagar,Dessert Parlor,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, Chocolate Overload, Chocolate Fondue, Ferrero Rocher",Desserts,400,Delivery,Basavanagudi
Just Bunny,Yes,No,3.5/5,11,Jayanagar,Quick Bites,,Fast Food,200,Delivery,Basavanagudi
Chinese House,Yes,No,2.8/5,19,Jayanagar,Quick Bites,,"Chinese, Thai, Momos",300,Delivery,Basavanagudi
Ragoo's,Yes,No,3.9/5,233,Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800,Delivery,Basavanagudi
Nammura Donne Biriyani,Yes,No,3.5/5,155,Basavanagudi,Quick Bites,,"Mughlai, Biryani",400,Delivery,Basavanagudi
Marzipan @ The Bohemian House,Yes,No,4.2/5,49,Richmond Road,Cafe,,Cafe,700,Delivery,Basavanagudi
Masale Daan,Yes,No,3.1/5,4,Banashankari,Delivery,,North Indian,350,Delivery,Basavanagudi
Udupi Sri Krishna Cafe,Yes,No,3.9/5,14,Jayanagar,Casual Dining,,"North Indian, South Indian",600,Delivery,Basavanagudi
A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7/5,97,Basavanagudi,Casual Dining,Masala Dosa,"South Indian, Fast Food, Street Food",400,Delivery,Basavanagudi
J K Fish Land,Yes,No,3.6/5,35,Jayanagar,Quick Bites,,"Seafood, Mangalorean",300,Delivery,Basavanagudi
Shri Vinayaka Ice N Juice,Yes,No,3.2/5,11,Basavanagudi,Quick Bites,,"Beverages, Fast Food",150,Delivery,Basavanagudi
Kirthi's Biryani,Yes,No,3.8/5,144,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Delivery,Basavanagudi
Indori Chatorey,Yes,No,2.8/5,137,BTM,Quick Bites,"Kachori, Indori Poha, Cheese Paratha, Paneer Parantha, Thali, Poha Jalebi","North Indian, Street Food",300,Delivery,Basavanagudi
Brew Meister,Yes,Yes,4.1/5,970,Jayanagar,"Microbrewery, Casual Dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian",1500,,
 ('Rated 4.0'," """"RATED\n  I would happily give this place a 5 star rating for it's ambience", rock music, the sit out , food menus , they took forever to serve and for such a huge place; the staff was really less and hence the mismanagement. Brew Meister is one of those places with a lot of potential, especially when it's located in an area like jayanagar. But due to the lack of a few important aspects," is failing to really pick up .\nPS: You should definitely try their keema paav"""")", ('Rated 4.0', 'RATED\n  Pretty cool place to grab a bite. As itÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92s a brewery took a sampler of their beers. I really loved their seasonal variety. For food ordered - coriander chicken, ('Rated 3.0', 'RATED\n  A nice place to hang out in jayanagar. Brew is okay. We tried only Witbier. I have had better beer. Food is alright. Nothing was extraordinary but everything was just fine.')
Maruthi Davangere Benne Dosa,Yes,No,4.0/5,17,Banashankari,Quick Bites,,South Indian,150,Delivery,Basavanagudi
Thamboola,Yes,No,3.9/5,135,Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",800,Delivery,Basavanagudi
Swarga Ruchi,Yes,No,3.3/5,10,Basavanagudi,Quick Bites,,South Indian,200,Delivery,Basavanagudi
